time;Flex6;GyroY;angle;filteredAngle
5430;648;3.18;-1.80;-1.22
5466;649;5.54;-0.90;-1.23
5501;649;6.79;-0.90;-1.25
5537;647;2.75;-2.70;-1.53
5572;649;3.26;-0.90;-1.50
5608;647;3.40;-2.70;-1.75
5644;649;4.90;-0.90;-1.71
5680;650;2.48;0.00;-1.51
5715;649;-0.44;-0.90;-1.45
5751;649;6.30;-0.90;-1.42
5787;650;5.08;0.00;-1.25
5823;650;2.56;0.00;-1.08
5858;648;-1.60;-1.80;-1.19
5894;648;3.37;-1.80;-1.31
5929;650;6.46;0.00;-1.15
5965;650;1.63;0.00;-0.98
6001;649;-0.13;-0.90;-0.96
6037;650;1.45;0.00;-0.81
6073;649;0.11;-0.90;-0.80
6108;650;2.49;0.00;-0.67
6144;649;5.67;-0.90;-0.71
6179;650;0.98;0.00;-0.59
6215;650;4.90;0.00;-0.49
6251;648;9.31;-1.80;-0.72
6287;649;1.29;-0.90;-0.74
6323;650;1.80;0.00;-0.63
6358;650;8.34;0.00;-0.56
6393;650;-0.85;0.00;-0.45
6429;650;2.11;0.00;-0.37
6465;649;6.71;-0.90;-0.46
6501;649;0.88;-0.90;-0.52
6537;650;8.24;0.00;-0.47
6573;650;5.72;0.00;-0.42
6608;649;-1.37;-0.90;-0.47
6643;651;6.27;0.90;-0.28
6679;650;2.20;0.00;-0.23
6715;650;0.99;0.00;-0.18
6751;650;4.68;0.00;-0.15
6787;650;3.16;0.00;-0.12
6822;648;0.05;-1.80;-0.36
6858;649;3.80;-0.90;-0.46
6893;650;6.85;0.00;-0.43
6929;650;1.22;0.00;-0.37
6965;651;4.11;0.90;-0.19
7001;650;4.04;0.00;-0.17
7036;650;4.70;0.00;-0.15
7072;650;3.41;0.00;-0.13
7108;650;12.13;0.00;-0.16
7144;650;2.48;0.00;-0.14
7179;644;0.21;-5.40;-0.96
7215;650;3.86;0.00;-0.89
7250;651;1.34;0.90;-0.65
7286;650;3.92;0.00;-0.59
7322;650;3.53;0.00;-0.53
7358;651;3.49;0.90;-0.34
7394;650;3.36;0.00;-0.30
7430;650;3.51;0.00;-0.26
7464;649;1.85;-0.90;-0.37
7500;650;4.16;0.00;-0.33
7536;651;5.02;0.90;-0.16
7572;650;2.03;0.00;-0.13
7608;649;2.48;-0.90;-0.25
7644;650;2.24;0.00;-0.22
7680;650;6.08;0.00;-0.21
7714;649;1.97;-0.90;-0.32
7750;650;2.51;0.00;-0.29
7786;650;3.89;0.00;-0.26
7822;651;1.79;0.90;-0.09
7858;650;2.84;0.00;-0.07
7894;650;2.86;0.00;-0.06
7929;649;3.68;-0.90;-0.20
7965;650;4.73;0.00;-0.19
8000;650;2.69;0.00;-0.17
8036;650;3.86;0.00;-0.16
8072;648;6.15;-1.80;-0.45
8108;650;4.36;0.00;-0.42
8143;648;4.37;-1.80;-0.68
8179;650;5.23;0.00;-0.63
8215;650;3.34;0.00;-0.58
8250;650;3.31;0.00;-0.52
8286;651;4.54;0.90;-0.34
8322;643;2.41;-6.30;-1.29
8357;650;6.88;0.00;-1.19
8393;650;5.72;0.00;-1.09
8429;650;4.56;0.00;-0.99
8465;651;4.93;0.90;-0.76
8501;650;9.15;0.00;-0.70
8536;650;2.42;0.00;-0.62
8571;648;3.73;-1.80;-0.83
8607;650;4.46;0.00;-0.74
8643;650;2.12;0.00;-0.65
8679;651;4.08;0.90;-0.43
8715;650;4.32;0.00;-0.38
8751;650;3.31;0.00;-0.32
8786;649;3.97;-0.90;-0.42
8821;651;4.03;0.90;-0.22
8857;650;7.00;0.00;-0.20
8893;650;5.96;0.00;-0.18
8929;650;4.16;0.00;-0.16
8965;650;4.13;0.00;-0.14
9000;651;2.57;0.90;0.03
9036;650;3.26;0.00;0.04
9071;650;4.02;0.00;0.04
9107;649;5.89;-0.90;-0.12
9143;650;5.91;0.00;-0.12
9179;650;1.35;0.00;-0.10
9214;646;3.48;-3.60;-0.66
9250;650;5.48;0.00;-0.61
9286;650;6.65;0.00;-0.58
9322;651;3.11;0.90;-0.38
9357;650;5.51;0.00;-0.36
9393;650;8.46;0.00;-0.35
9428;651;1.62;0.90;-0.17
9464;650;3.30;0.00;-0.15
9500;650;6.70;0.00;-0.15
9536;651;3.54;0.90;0.01
9572;651;4.63;0.90;0.14
9607;650;4.61;0.00;0.12
9643;649;5.66;-0.90;-0.05
9678;646;6.39;-3.60;-0.63
9714;650;1.65;0.00;-0.57
9750;651;2.72;0.90;-0.38
9786;651;1.60;0.90;-0.20
9822;651;1.99;0.90;-0.03
9858;651;4.25;0.90;0.11
9892;647;2.73;-2.70;-0.32
9928;651;2.94;0.90;-0.15
9964;651;2.65;0.90;0.00
10000;649;2.36;-0.90;-0.13
10036;652;3.48;1.80;0.16
10072;651;1.05;0.90;0.30
10107;650;7.47;0.00;0.25
10143;651;2.45;0.90;0.37
10179;651;2.65;0.90;0.47
10214;650;4.02;0.00;0.42
10250;651;0.95;0.90;0.52
10286;649;4.92;-0.90;0.31
10321;651;5.38;0.90;0.39
10357;650;3.79;0.00;0.34
10393;651;5.95;0.90;0.41
10429;648;6.64;-1.80;0.05
10465;650;4.72;0.00;0.01
10501;651;8.97;0.90;0.09
10536;645;6.19;-4.50;-0.67
10572;651;4.79;0.90;-0.51
10607;650;6.02;0.00;-0.50
10643;651;5.61;0.90;-0.35
10679;651;3.98;0.90;-0.20
10715;650;7.62;0.00;-0.22
10750;651;4.70;0.90;-0.08
10786;651;6.65;0.90;0.03
10822;646;5.34;-3.60;-0.56
10858;651;3.34;0.90;-0.39
10894;651;6.40;0.90;-0.24
10930;644;8.47;-5.40;-1.11
10966;651;3.56;0.90;-0.88
11000;651;4.37;0.90;-0.68
11036;650;3.04;0.00;-0.62
11072;651;2.80;0.90;-0.42
11108;650;3.15;0.00;-0.37
11144;651;1.67;0.90;-0.19
11180;651;6.70;0.90;-0.04
11215;647;3.05;-2.70;-0.45
11251;651;3.93;0.90;-0.27
11287;651;6.44;0.90;-0.11
11323;651;6.92;0.90;0.02
11359;651;5.34;0.90;0.16
11395;651;3.69;0.90;0.28
11429;651;1.00;0.90;0.41
11465;651;1.98;0.90;0.52
11501;652;3.24;1.80;0.76
11537;651;3.31;0.90;0.83
11573;651;1.86;0.90;0.89
11609;651;2.18;0.90;0.94
11644;651;5.14;0.90;0.97
11680;651;6.13;0.90;0.99
11716;651;1.66;0.90;1.02
11752;651;1.58;0.90;1.05
11788;651;4.58;0.90;1.05
11823;650;2.56;0.00;0.92
11858;652;2.47;1.80;1.08
11894;652;4.07;1.80;1.22
11930;649;3.60;-0.90;0.92
11966;650;1.49;0.00;0.79
12002;652;2.98;1.80;0.95
12038;651;2.37;0.90;0.96
12073;651;1.95;0.90;0.97
12109;649;5.28;-0.90;0.67
12145;652;4.61;1.80;0.83
12181;651;1.50;0.90;0.84
12216;652;4.44;1.80;0.98
12252;651;2.17;0.90;0.98
12288;652;4.21;1.80;1.11
12323;652;2.54;1.80;1.24
12359;651;2.39;0.90;1.21
12395;652;3.38;1.80;1.32
12431;652;2.96;1.80;1.42
12467;651;5.63;0.90;1.35
12503;652;1.70;1.80;1.45
12538;652;2.88;1.80;1.53
12574;651;4.10;0.90;1.45
12609;652;1.50;1.80;1.53
12645;652;4.23;1.80;1.59
12681;651;2.19;0.90;1.51
12717;652;1.80;1.80;1.58
12752;652;3.76;1.80;1.63
12788;652;1.85;1.80;1.68
12824;652;4.09;1.80;1.72
12860;651;2.48;0.90;1.61
12896;652;0.24;1.80;1.67
12932;646;3.42;-3.60;0.86
12967;651;1.96;0.90;0.82
13002;652;2.75;1.80;0.94
13038;651;2.56;0.90;0.90
13074;650;3.61;0.00;0.72
13110;652;4.29;1.80;0.84
13146;652;1.60;1.80;0.97
13181;650;1.50;0.00;0.81
13217;652;4.20;1.80;0.93
13253;652;2.94;1.80;1.04
13289;652;3.11;1.80;1.15
13325;652;2.87;1.80;1.25
13361;650;2.22;0.00;1.07
13395;652;4.73;1.80;1.16
13431;652;7.55;1.80;1.24
13467;649;3.24;-0.90;0.90
13503;652;1.85;1.80;1.02
13539;649;1.79;-0.90;0.71
13575;652;4.02;1.80;0.84
13611;652;3.09;1.80;0.97
13646;652;2.02;1.80;1.09
13682;652;1.59;1.80;1.21
13718;652;1.54;1.80;1.32
13754;649;4.50;-0.90;0.97
13789;652;4.21;1.80;1.08
13825;652;5.71;1.80;1.18
13860;650;3.44;0.00;0.99
13896;652;2.21;1.80;1.11
13932;652;3.44;1.80;1.21
13968;652;2.55;1.80;1.31
14004;652;0.05;1.80;1.41
14040;652;4.61;1.80;1.48
14075;652;1.91;1.80;1.55
14111;644;2.23;-5.40;0.49
14147;652;3.85;1.80;0.63
14183;653;3.15;2.70;0.91
14218;652;5.69;1.80;1.02
14254;652;5.17;1.80;1.12
14289;652;5.03;1.80;1.21
14325;651;6.63;0.90;1.14
14361;653;2.40;2.70;1.39
14397;652;1.60;1.80;1.47
14433;653;2.29;2.70;1.69
14469;653;4.32;2.70;1.87
14504;653;3.95;2.70;2.04
14540;652;-0.39;1.80;2.06
14576;653;5.85;2.70;2.20
14611;653;1.82;2.70;2.33
14647;652;3.11;1.80;2.30
14683;653;3.67;2.70;2.41
14718;653;0.61;2.70;2.52
14754;652;4.76;1.80;2.45
14790;653;7.03;2.70;2.52
14826;653;3.32;2.70;2.59
14862;653;4.97;2.70;2.64
14898;651;2.34;0.90;2.41
14934;652;2.03;1.80;2.34
14969;653;3.56;2.70;2.41
15004;651;0.52;0.90;2.21
15040;653;4.18;2.70;2.28
15076;653;3.61;2.70;2.35
15112;653;2.24;2.70;2.42
15148;652;6.06;1.80;2.32
15183;651;2.44;0.90;2.11
15219;653;3.18;2.70;2.19
15255;649;4.88;-0.90;1.69
15291;653;3.45;2.70;1.80
15327;652;3.00;1.80;1.77
15363;647;9.89;-2.70;1.00
15397;652;1.97;1.80;1.05
15433;653;6.98;2.70;1.21
15469;653;5.38;2.70;1.37
15505;653;4.52;2.70;1.53
15541;649;4.29;-0.90;1.11
15577;652;7.51;1.80;1.14
15612;653;7.09;2.70;1.31
15648;653;5.15;2.70;1.47
15684;651;2.57;0.90;1.36
15720;654;2.60;3.60;1.69
15756;654;2.58;3.60;1.98
15792;654;3.21;3.60;2.25
15826;654;5.50;3.60;2.49
15862;654;4.86;3.60;2.70
15898;654;4.85;3.60;2.89
15934;654;1.93;3.60;3.07
15970;654;1.00;3.60;3.23
16006;654;5.30;3.60;3.36
16041;650;4.64;0.00;2.90
16077;654;3.24;3.60;3.05
16113;654;4.79;3.60;3.17
16149;654;4.10;3.60;3.28
16185;654;3.34;3.60;3.38
16220;654;3.08;3.60;3.47
16256;653;3.50;2.70;3.40
16291;654;3.45;3.60;3.47
16327;653;2.91;2.70;3.40
16363;654;3.34;3.60;3.47
16399;654;2.22;3.60;3.53
16435;648;2.50;-1.80;2.73
16471;654;4.47;3.60;2.84
16506;654;3.20;3.60;2.95
16542;654;4.17;3.60;3.04
16578;654;3.55;3.60;3.12
16613;654;4.21;3.60;3.20
16649;654;5.48;3.60;3.26
16685;654;3.86;3.60;3.32
16720;654;2.17;3.60;3.39
16756;654;3.53;3.60;3.44
16792;654;3.88;3.60;3.48
16828;654;2.02;3.60;3.52
16864;654;2.85;3.60;3.56
16900;654;5.11;3.60;3.58
16935;655;1.79;4.50;3.75
16971;654;2.94;3.60;3.76
17006;654;4.20;3.60;3.76
17042;652;2.76;1.80;3.48
17078;654;2.75;3.60;3.50
17114;648;3.76;-1.80;2.67
17149;654;3.79;3.60;2.75
17185;654;5.51;3.60;2.83
17221;654;3.77;3.60;2.91
17257;654;4.53;3.60;2.98
17293;655;1.76;4.50;3.20
17329;655;2.21;4.50;3.41
17364;655;4.11;4.50;3.58
17399;654;4.39;3.60;3.60
17435;655;1.88;4.50;3.77
17471;654;2.88;3.60;3.77
17507;654;4.45;3.60;3.77
17543;653;4.06;2.70;3.62
17579;654;1.92;3.60;3.63
17614;654;3.37;3.60;3.64
17650;655;3.76;4.50;3.78
17686;655;5.36;4.50;3.90
17722;655;3.99;4.50;4.01
17758;655;3.94;4.50;4.11
17794;650;4.50;0.00;3.49
17828;653;3.11;2.70;3.35
17864;655;-2.44;4.50;3.54
17900;650;-45.59;0.00;3.24
17936;655;-35.00;4.50;3.64
17972;655;-1.82;4.50;3.83
18008;654;1.63;3.60;3.85
18043;654;-25.35;3.60;4.01
18079;652;-4.53;1.80;3.77
18115;652;-14.75;1.80;3.60
18151;651;2.67;0.90;3.21
18187;650;6.44;0.00;2.69
18223;651;-1.35;0.90;2.39
18258;648;-0.12;-1.80;1.70
18294;651;-1.17;0.90;1.50
18329;651;5.88;0.90;1.29
18365;651;9.52;0.90;1.08
18401;650;-2.23;0.00;0.82
18437;651;3.64;0.90;0.70
18472;649;1.94;-0.90;0.33
18508;651;-2.99;0.90;0.31
18544;650;-7.50;0.00;0.19
18580;650;-4.74;0.00;0.08
18616;651;2.01;0.90;0.10
18652;648;1.05;-1.80;-0.29
18688;651;-0.51;0.90;-0.21
18722;651;7.69;0.90;-0.17
18758;651;4.79;0.90;-0.11
18794;651;2.08;0.90;-0.03
18830;647;6.42;-2.70;-0.54
18866;650;3.16;0.00;-0.56
18902;651;4.54;0.90;-0.44
18937;649;5.15;-0.90;-0.61
18973;651;4.61;0.90;-0.47
19009;651;4.91;0.90;-0.33
19045;649;1.84;-0.90;-0.47
19081;651;1.80;0.90;-0.31
19117;651;9.59;0.90;-0.21
19151;652;6.61;1.80;0.05
19187;652;3.73;1.80;0.31
19223;649;3.15;-0.90;0.12
19259;652;0.40;1.80;0.38
19295;652;5.15;1.80;0.60
19331;652;2.49;1.80;0.81
19366;652;2.72;1.80;1.00
19402;647;6.91;-2.70;0.45
19438;652;-0.24;1.80;0.68
19474;652;4.87;1.80;0.86
19510;650;2.56;0.00;0.75
19545;652;1.19;1.80;0.94
19580;652;3.41;1.80;1.10
19616;652;0.07;1.80;1.27
19652;652;-0.16;1.80;1.41
19688;652;0.10;1.80;1.54
19724;650;3.27;0.00;1.36
19760;652;3.87;1.80;1.46
19795;651;2.20;0.90;1.42
19831;649;1.94;-0.90;1.10
19867;652;2.39;1.80;1.22
19903;647;2.60;-2.70;0.63
19938;652;2.37;1.80;0.79
19974;652;3.49;1.80;0.93
20009;650;1.82;0.00;0.79
20045;652;4.05;1.80;0.93
20081;652;3.98;1.80;1.06
20117;652;0.95;1.80;1.19
20153;652;3.09;1.80;1.30
20189;652;3.33;1.80;1.40
20225;652;3.39;1.80;1.49
20260;652;2.16;1.80;1.57
20296;652;5.27;1.80;1.63
20331;652;1.59;1.80;1.69
20367;652;3.72;1.80;1.74
20403;652;2.11;1.80;1.79
20439;652;3.39;1.80;1.82
20474;651;1.76;0.90;1.72
20510;651;5.38;0.90;1.60
20546;652;3.63;1.80;1.64
20582;652;0.90;1.80;1.69
20618;652;4.71;1.80;1.71
20654;651;1.65;0.90;1.61
20689;652;5.34;1.80;1.63
20724;651;5.24;0.90;1.51
20760;652;3.05;1.80;1.55
20796;653;7.73;2.70;1.70
20832;650;2.36;0.00;1.44
20868;652;4.12;1.80;1.48
20903;652;5.50;1.80;1.51
20939;653;2.74;2.70;1.69
20975;653;3.60;2.70;1.85
21011;653;4.02;2.70;1.99
21047;653;2.79;2.70;2.13
21083;653;2.36;2.70;2.25
21117;652;4.37;1.80;2.21
21153;652;1.91;1.80;2.18
21189;653;3.80;2.70;2.28
21225;651;4.90;0.90;2.08
21261;653;4.27;2.70;2.19
21297;647;4.40;-2.70;1.43
21332;652;4.30;1.80;1.44
21368;653;1.34;2.70;1.61
21404;653;4.77;2.70;1.75
21440;653;2.79;2.70;1.89
21476;653;2.28;2.70;2.02
21511;651;4.88;0.90;1.84
21547;653;2.93;2.70;1.97
21582;653;4.22;2.70;2.08
21618;651;4.95;0.90;1.90
21654;653;2.73;2.70;2.02
21690;649;4.40;-0.90;1.56
21726;653;3.03;2.70;1.71
21762;653;2.97;2.70;1.85
21797;647;3.81;-2.70;1.12
21833;653;3.48;2.70;1.31
21869;653;3.31;2.70;1.48
21905;653;1.63;2.70;1.66
21940;653;2.66;2.70;1.81
21976;651;2.95;0.90;1.67
22011;653;1.50;2.70;1.83
22047;654;2.01;3.60;2.12
22083;651;-0.79;0.90;1.97
22119;653;1.79;2.70;2.10
22155;653;0.48;2.70;2.23
22191;648;2.76;-1.80;1.63
22226;653;-0.63;2.70;1.80
22262;654;2.61;3.60;2.08
22298;653;5.09;2.70;2.18
22333;652;1.46;1.80;2.15
22369;654;3.99;3.60;2.39
22405;653;5.65;2.70;2.46
22440;654;3.21;3.60;2.67
22476;649;5.23;-0.90;2.14
22512;653;1.49;2.70;2.24
22548;653;3.88;2.70;2.32
22584;648;4.34;-1.80;1.68
22620;653;2.05;2.70;1.81
22656;654;3.52;3.60;2.06
22691;654;3.37;3.60;2.30
22726;653;4.54;2.70;2.37
22762;654;2.89;3.60;2.58
22798;654;2.47;3.60;2.77
22834;653;5.20;2.70;2.79
22870;652;3.83;1.80;2.67
22905;654;1.95;3.60;2.84
22941;653;4.52;2.70;2.85
22977;654;1.11;3.60;3.01
23013;652;2.04;1.80;2.86
23049;654;2.21;3.60;3.01
23085;654;0.27;3.60;3.15
23119;653;4.00;2.70;3.12
23155;654;3.40;3.60;3.23
23191;654;3.15;3.60;3.32
23227;654;4.65;3.60;3.40
23263;654;1.85;3.60;3.48
23299;653;2.68;2.70;3.41
23334;653;5.94;2.70;3.32
23370;654;1.26;3.60;3.40
23406;653;2.53;2.70;3.32
23442;654;3.62;3.60;3.38
23478;652;3.43;1.80;3.15
23513;653;3.70;2.70;3.08
23548;654;2.08;3.60;3.16
23584;650;6.16;0.00;2.65
23620;653;4.60;2.70;2.62
23656;653;1.95;2.70;2.60
23692;653;4.62;2.70;2.57
23728;654;3.47;3.60;2.70
23763;653;3.67;2.70;2.67
23799;651;4.45;0.90;2.36
23835;654;0.95;3.60;2.53
23871;653;3.96;2.70;2.52
23906;653;1.24;2.70;2.53
23942;653;2.87;2.70;2.53
23977;653;1.18;2.70;2.55
24013;653;3.98;2.70;2.55
24049;653;3.73;2.70;2.55
24085;653;3.74;2.70;2.55
24121;651;3.61;0.90;2.27
24157;654;1.77;3.60;2.45
24193;652;3.71;1.80;2.33
24228;654;1.97;3.60;2.51
24264;650;4.31;0.00;2.09
24300;653;-0.20;2.70;2.17
24335;653;3.51;2.70;2.22
24371;653;1.44;2.70;2.27
24407;653;2.80;2.70;2.32
24442;654;4.24;3.60;2.50
24478;653;3.90;2.70;2.53
24514;654;6.24;3.60;2.68
24550;654;2.89;3.60;2.83
24586;652;1.12;1.80;2.70
24622;653;4.52;2.70;2.70
24657;654;3.79;3.60;2.84
24693;652;3.15;1.80;2.69
24728;654;2.59;3.60;2.84
24764;654;3.71;3.60;2.97
24800;651;5.56;0.90;2.65
24836;653;-1.15;2.70;2.68
24871;654;4.96;3.60;2.81
24907;654;0.81;3.60;2.95
24943;653;-2.21;2.70;2.96
24979;651;2.44;0.90;2.65
25015;653;5.76;2.70;2.64
25051;646;2.98;-3.60;1.65
25086;653;3.98;2.70;1.73
25122;655;3.82;4.50;2.10
25157;653;2.91;2.70;2.16
25193;654;3.21;3.60;2.35
25229;654;2.95;3.60;2.54
25265;652;3.10;1.80;2.42
25300;654;2.05;3.60;2.61
25336;654;6.02;3.60;2.75
25372;651;3.35;0.90;2.47
25408;654;3.76;3.60;2.64
25444;648;6.00;-1.80;1.93
25480;652;4.65;1.80;1.85
25516;654;3.06;3.60;2.08
25550;654;1.36;3.60;2.30
25586;652;1.25;1.80;2.22
25622;654;4.66;3.60;2.41
25658;654;2.12;3.60;2.60
25694;654;3.08;3.60;2.77
25730;654;4.76;3.60;2.91
25765;653;4.17;2.70;2.90
25801;653;2.97;2.70;2.89
25837;651;2.84;0.90;2.61
25873;654;3.12;3.60;2.76
25909;654;3.98;3.60;2.90
25944;654;2.77;3.60;3.03
25979;652;3.21;1.80;2.86
26015;654;4.01;3.60;2.98
26051;654;1.95;3.60;3.10
26087;654;-0.62;3.60;3.23
26123;654;4.10;3.60;3.31
26159;654;2.05;3.60;3.40
26194;653;0.67;2.70;3.34
26230;654;3.35;3.60;3.41
26266;654;-0.71;3.60;3.50
26302;651;3.66;0.90;3.12
26337;654;5.67;3.60;3.19
26373;653;5.06;2.70;3.11
26408;654;6.87;3.60;3.17
26444;654;2.33;3.60;3.25
26480;654;4.05;3.60;3.31
26516;653;1.40;2.70;3.23
26552;654;3.76;3.60;3.29
26588;654;0.83;3.60;3.36
26624;654;2.05;3.60;3.42
26659;653;2.67;2.70;3.32
26695;654;-0.73;3.60;3.40
26730;654;2.79;3.60;3.44
26766;654;3.56;3.60;3.48
26802;654;3.35;3.60;3.51
26838;654;5.04;3.60;3.53
26873;651;6.73;0.90;3.12
26909;654;1.89;3.60;3.18
26945;654;0.78;3.60;3.25
26981;654;2.93;3.60;3.30
27017;654;1.66;3.60;3.35
27053;654;2.11;3.60;3.40
27088;649;4.55;-0.90;2.72
27123;654;4.14;3.60;2.81
27159;654;4.31;3.60;2.89
27195;654;4.59;3.60;2.97
27231;654;3.74;3.60;3.04
27267;654;3.62;3.60;3.11
27302;654;3.81;3.60;3.18
27338;654;4.61;3.60;3.23
27374;654;3.62;3.60;3.29
27410;652;2.32;1.80;3.06
27446;654;3.05;3.60;3.13
27482;654;3.60;3.60;3.20
27516;652;2.57;1.80;2.98
27552;654;4.02;3.60;3.05
27588;649;3.68;-0.90;2.41
27624;654;3.76;3.60;2.54
27660;654;1.62;3.60;2.67
27696;654;4.85;3.60;2.77
27731;652;5.23;1.80;2.59
27767;654;-0.44;3.60;2.73
27803;653;1.30;2.70;2.72
27839;654;4.79;3.60;2.83
27875;654;1.58;3.60;2.94
27910;654;4.92;3.60;3.04
27945;654;1.83;3.60;3.14
27981;654;2.01;3.60;3.23
28017;649;4.82;-0.90;2.58
28053;654;1.67;3.60;2.72
28089;654;2.13;3.60;2.84
28125;654;2.93;3.60;2.96
28161;654;5.23;3.60;3.04
28196;650;2.58;0.00;2.57
